title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing,log_price,Gemeindename_x,Gemeindename_y,bev_dicht,Quartil,Kategorie,clean_Gemeindename
Familienfreundliches Domizil im Grünen,339000.0,"04683 Belgershain, Leipzig (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,120.0,481.0,2825.0,Doppelhaushälfte,52.0,nach Vereinbarung,3.0,2.0,2.0,3.57,{'is24qa-keller-label': ''},12.733758336210744,Belg,Belg,24.01,Q1,ländlich,Belg
"°°° Ein Traum, so perfekt und mit echt vielen Highlights sowie diese Größe! °°°",440000.0,"04774 Dahlen, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,230.0,1250.0,1913.0,Einfamilienhaus (freistehend),25.0,15.09.2024,4.0,3.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.994532278619134,Dahlen,"Dahlen, Stadt",58.27,Q2,ländlich,Dahlen
Platz für die große Familie.,158000.0,"04880 Dommitzsch, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,207.6,1289.0,761.0,Reihenmittelhaus,7.78,nach Vereinbarung,2.0,2.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",11.970356641102999,Dommitzsch,"Dommitzsch, Stadt",78.94,Q2,ländlich,Dommitzsch
Doppelhaushälfte sucht neue Familie,155000.0,"04889 Schildau, Nordsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,130.0,531.0,1192.0,Doppelhaushälfte,80.0,nach Vereinbarung,5.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",11.951186847493476,Schilda,Schilda,48.79,Q1,ländlich,Schilda
Großzügiges Landhaus mit viel Nebengelass - klassische Doppelhaushälfte in Elsterwerda,129000.0,"04910 Elsterwerda, Elbe-Elster (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,139.0,906.0,928.0,Doppelhaushälfte,134.0,nil,3.0,1.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},11.767575435251748,Elbe,Elbe,91.34,Q2,ländlich,Elbe
Ruhig gelegen und Platz für Träume,90000.0,"04924 Bad Liebenwerda, Elbe-Elster (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,130.0,1560.0,692.0,Einfamilienhaus (freistehend),20.0,nil,3.0,1.0,2.0,3.57,{},11.407576060361786,Elbe,Elbe,91.34,Q2,ländlich,Elbe
"gepflegtes Eigenheim in sonniger Lage, mit Nebenhaus und zwei Garagen",199999.0,"04924 Bad Liebenwerda, Elbe-Elster (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,140.0,1250.0,1429.0,Einfamilienhaus (freistehend),158.0,nil,4.0,1.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.206072645530174,Elbe,Elbe,91.34,Q2,ländlich,Elbe
Zwintschöna: Reihenendhaus massiv unterkellert 2 Balkone Pool Garage Platz für 4 Personen und Hobby,293000.0,"06184 Kabelsketal, Saalekreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,128.0,278.0,2289.0,Wohnimmobilie (sonstige),12.0,nach Vereinbarung,3.0,1.0,3.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}",12.587931300962664,Saal,Saal,28.74,Q1,ländlich,Saal
Haus mit schönem Garten in beliebter Siedlung!,175000.0,"06249 Mücheln (Geiseltal), Saalekreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,110.0,584.0,1591.0,Doppelhaushälfte,30.0,nach Vereinbarung,4.0,2.0,1.0,3.57,{'is24qa-keller-label': ''},12.07254696717504,Saal,Saal,28.74,Q1,ländlich,Saal
Schönes Wohnhaus in Helbra zu verkaufen,127000.0,"06311 Helbra, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,135.0,483.0,941.0,Wohnimmobilie (sonstige),180.0,nil,4.0,2.0,1.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",11.751950239425476,Helbra,Helbra,420.6,Q4,städtisch,Helbra
Vermietet Reihenhaus mit großzügigem Garten,225000.0,"06333 Hettstedt, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,106.5,446.0,2113.0,Reihenmittelhaus,106.5,nein,2.0,2.0,1.0,3.75,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}",12.323860125621126,Hettstedt,"Hettstedt, Stadt",368.89,Q4,städtisch,Hettstedt
Gemütliches Bauernhäuschen in Hermerode zu verkaufen,59000.0,"06343 Hermerode, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,130.0,932.0,454.0,Einfamilienhaus (freistehend),177.0,01.07.2024,4.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}",10.985309671896763,Mansfeld,"Mansfeld, Stadt",58.99,Q2,ländlich,Mansfeld
Geräumiges Einfamilienhaus in Großörner zu verkaufen,79000.0,"06343 Mansfeld, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,132.0,706.0,598.0,Einfamilienhaus (freistehend),160.0,sofort,3.0,1.0,1.0,3.57,{'is24qa-keller-label': ''},11.277215789596893,Mansfeld,"Mansfeld, Stadt",58.99,Q2,ländlich,Mansfeld
Gepflegtes Einfamilienhaus in ruhiger Lage von Emseloh,150000.0,"06542 Emseloh, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,145.0,150.0,1034.0,Einfamilienhaus (freistehend),40.0,Juli 2024,5.0,1.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}",11.918397239722838,Lage,Lage,157.28,Q3,ländlich,Lage
Gepflegtes Einfamilienhaus in ruhiger Lage von Emseloh,150000.0,"06542 Emseloh, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,145.0,150.0,1034.0,Einfamilienhaus (freistehend),40.0,Juli 2024,5.0,1.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}",11.918397239722838,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Stilvolles Haus mit Wintergarten und Terrasse,219000.0,"06542 Mittelhausen, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,159.14,426.0,1376.0,Einfamilienhaus (freistehend),192.82,nil,4.0,2.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",12.296831574998258,Mansfeld,"Mansfeld, Stadt",58.99,Q2,ländlich,Mansfeld
"Preisanpassung, Wohnen am Fuß des Kyffhäusers",25000.0,"06567 Ringleben, Kyffhäuserkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,80.0,164.0,313.0,Einfamilienhaus (freistehend),100.0,01.12.2022,2.0,1.0,2.0,3.57,{'is24qa-keller-label': ''},10.12667110305036,Ringleben,Ringleben,74.54,Q2,ländlich,Ringleben
Im Jahr 2018 erbautes Einfamilienhaus - 5 Zimmer - 1000 m² Grundstück für Ihre Familie,329000.0,"06686 Großgörschen, Burgenlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,123.25,1000.0,2669.0,Einfamilienhaus (freistehend),152.4,nil,4.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.703816069256568,Burgen,Burgen,65.29,Q2,ländlich,Burgen
Im Jahr 2018 erbautes Einfamilienhaus - 5 Zimmer - 1000 m² Grundstück für Ihre Familie,329000.0,"06686 Großgörschen, Burgenlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,123.25,1000.0,2669.0,Einfamilienhaus (freistehend),152.4,nil,4.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.703816069256568,Burgen,Burgen,72.37,Q2,ländlich,Burgen
"Preiswertes Bauernhaus-Bungalow WNFL 136 qm plus DG Bodenreserve, 800 qm, Garage für Handwerker",85000.0,"06766 Bitterfeld-Wolfen, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,136.0,800.0,625.0,Einfamilienhaus (freistehend),30.0,nach Vereinbarung,3.0,1.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}",11.350418300109132,Boden,Boden,264.78,Q4,städtisch,Boden
"Pflegeleichtes Reihenhaus, 3 Zimmer, 2 Bäder, Bj.2002 in Wolfen mit Garten",179900.0,"06766 Bitterfeld-Wolfen, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,85.0,250.0,2116.0,Reiheneckhaus,20.0,nach Vereinbarung,2.0,1.0,2.0,3.57,{'is24qa-gaeste-wc-label': ''},12.100161978566867,Bitterfeld-Wolfen,"Bitterfeld-Wolfen, Stadt",425.88,Q4,städtisch,Bitterfeld-Wolfen
"Pflegeleichtes Reihenhaus, 3 Zimmer, 2 Bäder, Bj.2002 in Wolfen mit Garten",179900.0,"06766 Bitterfeld-Wolfen, Anhalt-Bitterfeld (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,85.0,250.0,2116.0,Reiheneckhaus,20.0,nach Vereinbarung,2.0,1.0,2.0,3.57,{'is24qa-gaeste-wc-label': ''},12.100161978566867,Bitterfeld-Wolfen,"Bitterfeld-Wolfen, Stadt",425.88,Q4,städtisch,Bitterfeld-Wolfen
"Schönes Einfamilienhaus in Kemberg Bergwitz, Solarthermieanlage, Einliegerwohnung mit Mieteinnahmen",250000.0,"06901 Kemberg, Wittenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,120.0,750.0,2083.0,Einfamilienhaus (freistehend),190.0,nach Vereinbarung,2.0,2.0,3.0,3.57,{'is24qa-einliegerwohnung-label': ''},12.429220196836383,Witten,"Witten, Stadt",1313.63,Q4,städtisch,Witten
Wohnen am Mühlteich in ländlicher Umgebung - Haus mit Streuobstwiese,175500.0,"07387 Krölpa, Saale-Orla-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,122.0,1770.0,1439.0,Einfamilienhaus (freistehend),68.3,nach Vereinbarung,3.0,1.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.075400019877522,Saal,Saal,28.74,Q1,ländlich,Saal
STADTHAUS Neubau mit 600 m² Gundstück in Hermsdorf,399990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,112.0,550.0,3571.0,nil,112.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
STADTHAUS Neubau mit 600 m² Gundstück in Hermsdorf,399990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,112.0,550.0,3571.0,nil,112.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
STADTHAUS Neubau mit 600 m² Gundstück in Hermsdorf,399990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,112.0,550.0,3571.0,nil,112.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
Kleiner 70 m² Familien-Bungalow inklusive 500 m² Grundstück am Ortsrand von Hermsdorf,299990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,69.0,500.0,4348.0,Bungalow,69.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.611507753188329,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
Kleiner 70 m² Familien-Bungalow inklusive 500 m² Grundstück am Ortsrand von Hermsdorf,299990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,69.0,500.0,4348.0,Bungalow,69.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.611507753188329,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
Kleiner 70 m² Familien-Bungalow inklusive 500 m² Grundstück am Ortsrand von Hermsdorf,299990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,69.0,500.0,4348.0,Bungalow,69.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.611507753188329,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
Modernes Einfamilienhaus in beliebter Wohnlage von Hermsdorf,390000.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,158.0,822.0,2468.0,Einfamilienhaus (freistehend),40.0,nil,3.0,3.0,3.0,2.98,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einliegerwohnung-label': ''}",12.873904582205107,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
Modernes Einfamilienhaus in beliebter Wohnlage von Hermsdorf,390000.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,158.0,822.0,2468.0,Einfamilienhaus (freistehend),40.0,nil,3.0,3.0,3.0,2.98,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einliegerwohnung-label': ''}",12.873904582205107,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
Modernes Einfamilienhaus in beliebter Wohnlage von Hermsdorf,390000.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,158.0,822.0,2468.0,Einfamilienhaus (freistehend),40.0,nil,3.0,3.0,3.0,2.98,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einliegerwohnung-label': ''}",12.873904582205107,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
Moderner 116 m² Bungalow mit ca. 600 m² Grundstück im neuen Baugebiet am Ortsrand von Hermsdorf,399990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,116.0,600.0,3448.0,nil,116.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
Moderner 116 m² Bungalow mit ca. 600 m² Grundstück im neuen Baugebiet am Ortsrand von Hermsdorf,399990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,116.0,600.0,3448.0,nil,116.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
Moderner 116 m² Bungalow mit ca. 600 m² Grundstück im neuen Baugebiet am Ortsrand von Hermsdorf,399990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,116.0,600.0,3448.0,nil,116.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
Moderne 135 m² Stadtvilla inklusive 550 m² Grundstück in Hermsdorf,399900.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,135.0,550.0,2962.0,Villa,148.0,nil,3.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einliegerwohnung-label': ''}",12.89897229545694,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
Moderne 135 m² Stadtvilla inklusive 550 m² Grundstück in Hermsdorf,399900.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,135.0,550.0,2962.0,Villa,148.0,nil,3.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einliegerwohnung-label': ''}",12.89897229545694,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
Moderne 135 m² Stadtvilla inklusive 550 m² Grundstück in Hermsdorf,399900.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,135.0,550.0,2962.0,Villa,148.0,nil,3.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-einliegerwohnung-label': ''}",12.89897229545694,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
MODUL-HAUS der neuesten Generation inklusive 300 m² Grundstück in Hermsdorf,369990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,70.0,300.0,5286.0,nil,77.0,nil,3.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.821233960000242,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
MODUL-HAUS der neuesten Generation inklusive 300 m² Grundstück in Hermsdorf,369990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,70.0,300.0,5286.0,nil,77.0,nil,3.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.821233960000242,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
MODUL-HAUS der neuesten Generation inklusive 300 m² Grundstück in Hermsdorf,369990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,70.0,300.0,5286.0,nil,77.0,nil,3.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.821233960000242,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
Moderner 4 Personen Bungalow inklusive ca. 300 m² Grundstück in Hermsdorf,199990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,54.0,300.0,3704.0,Bungalow,54.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.206027644517643,Hermsdorf,Hermsdorf,23.1,Q1,ländlich,Hermsdorf
Moderner 4 Personen Bungalow inklusive ca. 300 m² Grundstück in Hermsdorf,199990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,54.0,300.0,3704.0,Bungalow,54.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.206027644517643,Hermsdorf,Hermsdorf/Erzgeb.,38.68,Q1,ländlich,Hermsdorf
Moderner 4 Personen Bungalow inklusive ca. 300 m² Grundstück in Hermsdorf,199990.0,"07629 Hermsdorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,54.0,300.0,3704.0,Bungalow,54.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.206027644517643,Hermsdorf,"Hermsdorf, Stadt",1075.03,Q4,städtisch,Hermsdorf
Ruhiges Familienidyll und viel Platz. Zwei wirtschaftich getrennte Häuser + Garten zum Einheitspreis,293000.0,"07639 Bad Klosterlausnitz, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10.0,225.0,794.0,1302.0,Einfamilienhaus (freistehend),108.0,nach Vereinbarung,5.0,3.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.587931300962664,Saal,Saal,28.74,Q1,ländlich,Saal
Schöne 209 m² große Doppelhaushälfte mit Keller am Ortsrand von Bobeck,289900.0,"07646 Bobeck, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,118.0,499.0,2457.0,Doppelhaushälfte,209.0,nil,3.0,1.0,1.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.57729476436913,Saal,Saal,28.74,Q1,ländlich,Saal
Romantisches Einfamilienhaus in idyllischer Lage & mit top Infrastruktur,49990.0,"07646 Ottendorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,120.0,258.0,417.0,Einfamilienhaus (freistehend),15.0,nil,2.0,1.0,1.0,4.2,{'is24qa-online-besichtigung-moeglich-label': ''},10.819598268208338,Ottendorf,Ottendorf,275.77,Q4,städtisch,Ottendorf
Romantisches Einfamilienhaus in idyllischer Lage & mit top Infrastruktur,49990.0,"07646 Ottendorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,120.0,258.0,417.0,Einfamilienhaus (freistehend),15.0,nil,2.0,1.0,1.0,4.2,{'is24qa-online-besichtigung-moeglich-label': ''},10.819598268208338,Ottendorf,Ottendorf,93.38,Q2,ländlich,Ottendorf
Sanierungsobjekt für Liebhaber in traumhafter Landschaft,99000.0,"07646 Renthendorf, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,175.0,448.0,566.0,Einfamilienhaus (freistehend),7.5,sofort,4.0,2.0,3.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-einliegerwohnung-label': ''}",11.502885230075814,Saal,Saal,28.74,Q1,ländlich,Saal
Moderner 116 m² Bungalow im kleinen Baugebiet am Ortsrand von Kahla inklusive 546 m² Grundstück,349990.0,"07768 Kahla, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,116.0,546.0,3017.0,Bungalow,116.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.765662718849264,Saal,Saal,28.74,Q1,ländlich,Saal
Schönes neues Wohnbaugebiet am Ortsrand von Kahla / 135 m² Einfamilienhaus mit 546 m² Grundstück,399990.0,"07768 Kahla, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,135.0,546.0,2963.0,nil,148.0,nil,3.0,2.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.89919732583699,Saal,Saal,28.74,Q1,ländlich,Saal
Moderner 70 m² Bungalow mit 546 m² Grundstück am Ortsrand von Kahla,289990.0,"07768 Kahla, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,69.0,546.0,4203.0,Bungalow,70.0,nil,2.0,1.0,2.0,3.57,{'is24qa-online-besichtigung-moeglich-label': ''},12.57760516699832,Saal,Saal,28.74,Q1,ländlich,Saal
Exklusives Architektenhaus mit Pool in ruhiger Randlage von Neustadt /Orla,545000.0,"07806 Neustadt an der Orla, Saale-Orla-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,217.0,1136.0,2512.0,Einfamilienhaus (freistehend),60.0,nil,4.0,3.0,2.0,2.98,{'is24qa-online-besichtigung-moeglich-label': ''},13.208542908506082,Neustadt,Neustadt/ Westerwald,203.57,Q4,städtisch,Neustadt
Exklusives Architektenhaus mit Pool in ruhiger Randlage von Neustadt /Orla,545000.0,"07806 Neustadt an der Orla, Saale-Orla-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,217.0,1136.0,2512.0,Einfamilienhaus (freistehend),60.0,nil,4.0,3.0,2.0,2.98,{'is24qa-online-besichtigung-moeglich-label': ''},13.208542908506082,Neustadt,Neustadt/Vogtl.,75.42,Q2,ländlich,Neustadt
gepflegtes Bauernhaus in Tanna Ortsteil Setzen,79000.0,"07922 Tanna, Saale-Orla-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,152.0,353.0,520.0,Einfamilienhaus (freistehend),60.0,sofort,2.0,2.0,1.0,2.99,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",11.277215789596893,Tann,"Tann, Markt",106.39,Q3,ländlich,Tann
Mehrgenerationenhaus in beliebter Lage - viel Platz für Ihre Ideen! (Sanierungsbed.),160000.0,"08112 Wilkau-Haßlau, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,190.0,980.0,842.0,Mehrfamilienhaus,103.0,nil,5.0,3.0,3.0,3.57,{'is24qa-keller-label': ''},11.982935344196433,Lage,Lage,157.28,Q3,ländlich,Lage
Mehrgenerationenhaus in beliebter Lage - viel Platz für Ihre Ideen! (Sanierungsbed.),160000.0,"08112 Wilkau-Haßlau, Zwickau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,190.0,980.0,842.0,Mehrfamilienhaus,103.0,nil,5.0,3.0,3.0,3.57,{'is24qa-keller-label': ''},11.982935344196433,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
